name,county,state,population,latitude,longitude,type
Woodland,Washington County,Maine,1035,45.15702,-67.40472,d
Alma,Jackson County,Wisconsin,1036,44.44094,-90.85473,t
Richford,Tioga County,New York,1036,42.37493,-76.19402,t
Burns,Allegany County,New York,1037,42.43598,-77.78183,t
Greenwood,Perry County,Pennsylvania,1037,40.55681,-77.10668,s
Milton,Jackson County,Ohio,1037,39.07177,-82.50067,s
Mount Hermon,Santa Cruz County,California,1037,37.05111,-122.0575,u
New Lyme,Ashtabula County,Ohio,1037,41.60892,-80.75617,s
Orient,Suffolk County,New York,1037,41.13899,-72.30342,d
Winfield,Henry County,Iowa,1037,41.12308,-91.44127,c
Cooperton,Clare County,Michigan,1038,44.11833,-84.79694,u
Enlow,Allegheny County,Pennsylvania,1038,40.45424,-80.23311,d
Laketown,Polk County,Wisconsin,1038,45.59232,-92.60028,t
Oakland,Sumter County,South Carolina,1038,33.98293,-80.48842,d
Rush Lake,Otter Tail County,Minnesota,1038,46.50043,-95.59151,s
Thompson,Fulton County,Pennsylvania,1038,39.78607,-78.11300,s
Chatom,Washington County,Alabama,1039,31.46517,-88.25446,t
Eagle Lake,Racine County,Wisconsin,1039,42.70696,-88.12814,d
Franklin,Adams County,Ohio,1039,38.98100,-83.33715,s
Jefferson,Ross County,Ohio,1039,39.22780,-82.81565,s
Piatt,Lycoming County,Pennsylvania,1039,41.23462,-77.21126,s
Spring Glen,Carbon County,Utah,1039,39.65941,-110.85349,d
Whitehall,Jefferson County,Montana,1039,45.87076,-112.09749,t
Caledonia,Alcona County,Michigan,1040,44.82663,-83.61300,s
California,Branch County,Michigan,1040,41.8,-84.88333,u
Carrolltown,Cambria County,Pennsylvania,1040,40.60285,-78.70863,b
Grant,Marshall County,Alabama,1040,34.52870,-86.25332,t
Littleville,Colbert County,Alabama,1040,34.59065,-87.67697,t
Pennsboro,Ritchie County,West Virginia,1040,39.28508,-80.96844,c
Quail Ridge,Pasco County,Florida,1040,28.34528,-82.55306,u
Tyndall,Bon Homme County,South Dakota,1040,42.99333,-97.86285,c
Brownington,Orleans County,Vermont,1041,44.82918,-72.12760,t
Curtisville,Allegheny County,Pennsylvania,1041,40.64229,-79.85089,d
Herald,Sacramento County,California,1041,38.29575,-121.24439,d
Kingston,Middlesex County / Somerset County,New Jersey,1041,40.38145,-74.61398,d
Ricardo,Kleberg County,Texas,1041,27.42143,-97.85111,d
San Pablo,Doña Ana County,New Mexico,1041,32.24954,-106.77278,d
Summit,Douglas County,Wisconsin,1041,46.42648,-92.17490,t
Dunlap,Crawford County / Harrison County,Iowa,1042,41.85195,-95.60193,c
Hartland,Huron County,Ohio,1042,41.18440,-82.48043,s
Turtle Lake,Barron County / Polk County,Wisconsin,1042,45.39062,-92.14983,v
Bear Creek,Marion County,Alabama,1043,34.27482,-87.70058,t
Clear Lake,Skagit County,Washington,1043,48.46427,-122.23404,d
Farmington,Fayette County,Pennsylvania,1043,39.80730,-79.56560,d
Greene,Mercer County,Pennsylvania,1043,41.46221,-80.44978,s
Indian Hills,Torrance County,New Mexico,1043,34.98318,-106.13976,d
Sundance,Crook County,Wyoming,1043,44.40637,-104.37578,t
White Plains,Surry County,North Carolina,1043,36.44569,-80.63340,d
Wooster,Faulkner County,Arkansas,1043,35.20203,-92.45599,t
Altamont,Labette County,Kansas,1044,37.19034,-95.29719,c
Boonville,Mendocino County,California,1044,39.00907,-123.36612,d
Clayton,Crawford County,Wisconsin,1044,43.35975,-90.74630,t
Genesee,Latah County,Idaho,1044,46.55072,-116.92544,c
Lakes of the North,Antrim County,Michigan,1044,44.93,-84.885,u
Marion,Guadalupe County,Texas,1044,29.57134,-98.14029,c
South Shore,Greenup County,Kentucky,1044,38.72091,-82.95823,c
Sparta,Knox County,Illinois,1044,41.02006,-90.26564,s
Bassett,Henry County,Virginia,1045,36.75930,-79.99032,d
Cherry,Butler County,Pennsylvania,1045,41.06392,-79.92382,s
New Franklin,Howard County,Missouri,1045,39.01725,-92.73741,c
Tower,Cheboygan County,Michigan,1045,45.29083,-84.29944,u
Cottonwood,Houston County,Alabama,1046,31.04879,-85.30493,t
Scioto,Pike County,Ohio,1046,38.99464,-82.99828,s
Shawnee,Hamilton County,Ohio,1046,39.13967,-84.77776,d
Sloan,Woodbury County,Iowa,1046,42.23277,-96.22808,c
Brushy,Sequoyah County,Oklahoma,1047,35.55704,-94.72550,d
Forest Park,Oklahoma County,Oklahoma,1047,35.50423,-97.44615,t
Lakeview,Montcalm County,Michigan,1047,43.44642,-85.27420,v
Mentor,Oscoda County,Michigan,1047,44.60675,-84.01535,s
Star,Antrim County,Michigan,1047,44.98094,-84.91843,s
Washington,Orange County,Vermont,1047,44.07617,-72.42263,t
Janesville,Black Hawk County / Bremer County,Iowa,1048,42.64581,-92.46240,c
Kearney Park,Madison County,Mississippi,1048,32.58917,-90.31528,u
Plummer,Benewah County,Idaho,1048,47.33518,-116.88851,c
Wirt,Allegany County,New York,1048,42.12450,-78.13408,t
Georgetown,Polk County,Wisconsin,1049,45.51366,-92.33526,t
Gerber,Tehama County,California,1049,40.05627,-122.15027,d
Harrison,Vinton County,Ohio,1049,39.23598,-82.70063,s
Homer,Champaign County,Illinois,1049,40.03476,-87.95809,v
Lyndon,Osage County,Kansas,1049,38.61001,-95.68443,c
Royalton,Franklin County,Illinois,1049,37.87699,-89.11452,v
Salem,Washington County,Ohio,1049,39.55544,-81.41071,s
Andrews,Huntington County,Indiana,1050,40.86254,-85.60165,t
Colbert,Bryan County,Oklahoma,1050,33.85316,-96.50249,t
Deerfield,Ross County,Ohio,1050,39.48525,-83.15446,s
Frost,Clare County,Michigan,1050,44.10546,-84.78226,s
Money Creek,McLean County,Illinois,1050,40.63235,-88.88166,s
Nickerson,Reno County,Kansas,1050,38.14723,-98.08367,c
Shelton,Buffalo County / Hall County,Nebraska,1050,40.77844,-98.72939,v
Buffalo,Dunklin County,Missouri,1051,36.04820,-90.29387,s
Cedar Bluff,Tazewell County,Virginia,1051,37.08761,-81.75900,t
Elk,Lake County,Michigan,1051,44.12591,-85.97610,s
Gorman,Durham County,North Carolina,1051,36.03653,-78.82334,d
Lee,Calhoun County,Michigan,1051,42.38515,-84.86630,s
Orange,Ionia County,Michigan,1051,42.90405,-85.02046,s
Sheridan,Mason County,Michigan,1051,44.05481,-86.09039,s
Tilden,Marquette County,Michigan,1051,46.35627,-87.67675,s
Troy,Crawford County,Pennsylvania,1051,41.63328,-79.83321,s
Frenchville,Aroostook County,Maine,1052,47.27412,-68.39823,t
Knox City,Knox County,Texas,1052,33.41815,-99.81898,t
Lake Hart,Orange County,Florida,1052,28.38889,-81.22917,u
Mathews,Mathews County,Virginia,1052,37.43708,-76.31994,d
Minor,Jefferson County,Alabama,1052,33.53733,-86.94055,d
Okeene,Blaine County,Oklahoma,1052,36.11615,-98.31702,t
Sidney,Fremont County,Iowa,1052,40.74833,-95.64750,c
Slocum,Luzerne County,Pennsylvania,1052,41.14347,-76.03384,s
Troy,Waldo County,Maine,1052,44.67415,-69.25184,t
White Sulphur Springs,Meagher County,Montana,1052,46.54828,-110.90216,c
Burlington,Otsego County,New York,1053,42.71732,-75.14463,t
Carroll,Texas County,Missouri,1053,37.18747,-91.69951,s
Ellerslie,Harris County,Georgia,1053,32.63139,-84.80111,u
Glasgow,Rockbridge County,Virginia,1053,37.63402,-79.45031,t
Greenup,Greenup County,Kentucky,1053,38.57313,-82.83017,c
Hortonia,Outagamie County,Wisconsin,1053,44.33810,-88.68609,t
Marshallville,Macon County,Georgia,1053,32.45626,-83.94019,c
Roland,Pulaski County,Arkansas,1053,34.90064,-92.49821,d
Town Creek,Lawrence County,Alabama,1053,34.68120,-87.40613,t
Victor,Wright County,Minnesota,1053,45.00753,-94.08137,s
Day,Marathon County,Wisconsin,1054,44.72218,-90.01175,t
Delevan,Cattaraugus County,New York,1054,42.48923,-78.48085,v
Jackson,Highland County,Ohio,1054,39.06364,-83.53227,s
Shawneetown,Gallatin County,Illinois,1054,37.71310,-88.18670,c
Sunderland,Bennington County,Vermont,1054,43.08195,-73.06677,t
Riverside,Washington County,Iowa,1055,41.47974,-91.58128,c
Ruston,Pierce County,Washington,1055,47.29927,-122.50818,c
Terrytown,Scotts Bluff County,Nebraska,1055,41.84747,-103.66161,c
Peru,Huron County,Ohio,1056,41.17853,-82.69135,s
River Road,Clallam County,Washington,1056,48.06870,-123.12879,d
Auburn,Salem County,New Jersey,1057,39.71083,-75.3675,u
Beach Haven,Ocean County,New Jersey,1057,39.55928,-74.24320,b
Dillon,Summit County,Colorado,1057,39.63026,-106.04335,t
Dorothy,Atlantic County,New Jersey,1057,39.40056,-74.82389,u
Gray,White County,Illinois,1057,38.23219,-88.05573,s
Mansfield,Scott County / Sebastian County,Arkansas,1057,35.06392,-94.23427,c
Mauna Loa Estates,Hawaii County,Hawaii,1057,19.42806,-155.21917,u
Milton,Butler County,Kansas,1057,37.95078,-97.08077,s
Belgrade,Nicollet County,Minnesota,1058,44.22023,-94.05209,s
Brookfield,LaSalle County,Illinois,1058,41.24851,-88.66105,s
Indian Lake,Crawford County,Missouri,1058,38.09090,-91.45093,d
Linton,Emmons County,North Dakota,1058,46.26666,-100.23289,c
Sumpter,Sauk County,Wisconsin,1058,43.36680,-89.78426,t
Taylor,Fulton County,Pennsylvania,1058,40.07948,-78.05465,s
Lakefield,Luce County,Michigan,1059,46.27594,-85.73636,s
Tuscarora,Bradford County,Pennsylvania,1059,41.69578,-76.15728,s
Augusta,Bracken County,Kentucky,1100,38.77174,-84.00576,c
Brodhead,Rockcastle County,Kentucky,1100,37.40425,-84.41383,c
Central City,Marion County,Illinois,1100,38.54894,-89.12701,v
Rossville,Fayette County,Tennessee,1100,35.04842,-89.54258,t
Brush Creek,Adams County,Ohio,1101,38.78660,-83.41594,s
Como,Panola County,Mississippi,1101,34.51066,-89.93981,t
Hilltop Lakes,Leon County,Texas,1101,31.07917,-96.20361,u
Lake Michigan Beach,Berrien County,Michigan,1101,42.22083,-86.36944,u
Reed,Cass County,North Dakota,1101,46.94124,-96.87147,s
Salt Creek,Muskingum County,Ohio,1101,39.89291,-81.85044,s
Strafford,Orange County,Vermont,1101,43.87496,-72.36494,t
Thompson,Grand Forks County,North Dakota,1101,47.77359,-97.10981,c
Fayette,Hillsdale County,Michigan,1102,41.97145,-84.64417,s
Franklin,Franklin County,New York,1102,44.52010,-74.06977,t
Milford,Defiance County,Ohio,1102,41.39092,-84.74012,s
Shrewsbury,Rutland County,Vermont,1102,43.52344,-72.86017,t
Williams,Josephine County,Oregon,1102,42.21889,-123.27333,u
Green Village,Morris County,New Jersey,1103,40.73917,-74.45361,u
Mellen,Menominee County,Michigan,1103,45.33308,-87.62662,s
Rennerdale,Allegheny County,Pennsylvania,1103,40.39778,-80.14056,u
Union Springs,Cayuga County,New York,1103,42.83979,-76.69328,v
Curtis,Alcona County,Michigan,1104,44.55229,-83.77745,s
Hopkinton,St. Lawrence County,New York,1104,44.53667,-74.66113,t
Malvern,Carroll County,Ohio,1104,40.69173,-81.18121,v
Mount Hope,Fayette County,West Virginia,1104,37.89539,-81.16427,c
Rock Springs,McKinley County,New Mexico,1104,35.60946,-108.82925,d
Rogers,Bell County,Texas,1104,30.93157,-97.22666,t
Steuben,Marshall County,Illinois,1104,41.02022,-89.48400,s
Summerhill,Cayuga County,New York,1104,42.65271,-76.32105,t
Sykesville,Jefferson County,Pennsylvania,1104,41.05034,-78.82225,b
Briggs,Cherokee County,Oklahoma,1105,35.92703,-94.87468,d
Dunlow,Wayne County,West Virginia,1105,38.02315,-82.43154,u
Halifax,Halifax County,Virginia,1105,36.76597,-78.92834,t
Hansen,Twin Falls County,Idaho,1105,42.53068,-114.30101,c
Mayer,Yavapai County,Arizona,1105,34.39781,-112.23627,d
Moore,Sanilac County,Michigan,1105,43.46408,-82.92945,s
Thurman,Warren County,New York,1105,43.49197,-73.98595,t
Channing,Dickinson County,Michigan,1106,46.1325,-88.05361,u
Floodwood,Dickinson County,Michigan,1106,46.1325,-88.05361,u
Lakewood Park,Coffee County,Tennessee,1106,35.64863,-86.13537,d
Sagola,Dickinson County,Michigan,1106,46.1325,-88.05361,u
South Bristol,Lincoln County,Maine,1106,43.88217,-69.54954,t
Fairland,Ottawa County,Oklahoma,1107,36.75118,-94.84746,t
Maxwell,Colusa County,California,1107,39.27628,-122.19137,d
Maysville,DeKalb County,Missouri,1107,39.88917,-94.36190,c
Round Lake,Sawyer County,Wisconsin,1107,46.04625,-91.11518,t
Shelburn,Sullivan County,Indiana,1107,39.17837,-87.39363,t
Sophia,Raleigh County,West Virginia,1107,37.70761,-81.25066,t
Gruver,Hansford County,Texas,1108,36.26503,-101.40627,c
Little River,Oconto County,Wisconsin,1108,44.96748,-87.89502,t
Buras,Plaquemines Parish,Louisiana,1109,29.35194,-89.52417,u
Gibson,Bay County,Michigan,1109,43.95139,-84.11311,s
Medina,Lenawee County,Michigan,1109,41.76228,-84.29549,s
Pacific City,Tillamook County,Oregon,1109,45.2,-123.96667,u
Lake,Price County,Wisconsin,1110,45.92033,-90.56301,t
Northwest,Williams County,Ohio,1110,41.65779,-84.74579,s
Shandon,San Luis Obispo County,California,1110,35.65525,-120.37543,d
West Park,Fresno County,California,1110,36.71023,-119.85126,d
Altamont,Grundy County,Tennessee,1111,35.42952,-85.72303,t
Five Points,Columbia County,Florida,1111,30.20912,-82.63735,d
Lahore,Orange County,Virginia,1111,38.19889,-77.96833,u
Phillips,White County,Illinois,1111,38.17066,-88.04770,s
Charleston,Cass County,Michigan,1112,42.02306,-85.93917,u
Colebrook,Ashtabula County,Ohio,1112,41.52525,-80.74640,s
Glenville,Gilmer County,West Virginia,1112,38.93426,-80.83760,t
Marion,Bourbon County,Kansas,1112,37.83348,-94.98821,s
Annawan,Henry County,Illinois,1113,41.37255,-89.91229,s
Greenwood,Clare County,Michigan,1113,44.02379,-84.89929,s
Mammoth,Pinal County,Arizona,1113,32.72257,-110.64065,t
Akron,Fulton County,Indiana,1114,41.03838,-86.02805,t
Atwater,Kandiyohi County,Minnesota,1114,45.13885,-94.77806,c
Beulaville,Duplin County,North Carolina,1114,34.92378,-77.77387,t
Cass,Texas County,Missouri,1114,37.19625,-91.97937,s
Cleveland,Leelanau County,Michigan,1114,44.95232,-85.90832,s
Conway,Sumner County,Kansas,1114,37.43111,-97.64203,s
Elwood,Doniphan County,Kansas,1114,39.75555,-94.87247,c
Jefferson,Washington County,Pennsylvania,1114,40.33400,-80.48265,s
Orion,Fulton County,Illinois,1114,40.58623,-89.93188,s
South Creek,Bradford County,Pennsylvania,1114,41.94857,-76.78381,s
Burnham,Waldo County,Maine,1115,44.67400,-69.38646,t
Drayton,Spartanburg County,South Carolina,1115,34.96778,-81.90639,u
Eagle,Wyoming County,New York,1115,42.56455,-78.25406,t
Paisley,Lake County,Florida,1115,28.98360,-81.54174,d
Riley,Sandusky County,Ohio,1115,41.39510,-83.00238,s
Stratford,Kings County,California,1115,36.18940,-119.82319,d
Auburn,Tuscarawas County,Ohio,1116,40.45568,-81.61855,s
Lynn,St. Clair County,Michigan,1116,43.11180,-82.93598,s
New Vienna,Clinton County,Ohio,1116,39.32367,-83.69103,v
Sheffield,Franklin County,Iowa,1116,42.89330,-93.21520,c
Smithfield,Madison County,New York,1116,42.96485,-75.66428,t
Ashland,Clarion County,Pennsylvania,1117,41.28472,-79.56235,s
Edinburg,Christian County,Illinois,1117,39.65727,-89.38953,v
Forest Lake,Susquehanna County,Pennsylvania,1117,41.88225,-75.99953,s
Gettysburg,Potter County,South Dakota,1117,45.01165,-99.95567,c
Greenwood,Clark County,Wisconsin,1117,44.77024,-90.59931,c
Jackson,Pickaway County,Ohio,1117,39.65782,-83.05139,s
Lake View,Sac County,Iowa,1117,42.30200,-95.03576,c
Marion,Franklin County,Pennsylvania,1117,39.85731,-77.69527,d
Atwood,Douglas County / Piatt County,Illinois,1118,39.79924,-88.46265,v
Brooklyn,Green County,Wisconsin,1118,42.80837,-89.43199,t
Fairbank,Buchanan County / Fayette County,Iowa,1118,42.64014,-92.04779,c
Fairfax,Osage County,Oklahoma,1119,36.57366,-96.70420,t
Fairfield,Washington County,Ohio,1119,39.38793,-81.73552,s
Marion,Flathead County,Montana,1119,48.10556,-114.66306,u
Nellsville,Roscommon County,Michigan,1119,44.37833,-84.79861,u
Etta,Union County,Mississippi,1120,34.47028,-89.2275,u
Lovell,Oxford County,Maine,1120,44.19247,-70.88580,t
Marshfield,Fond du Lac County,Wisconsin,1120,43.84271,-88.23182,t
Olcott,Niagara County,New York,1120,43.33783,-78.71476,d
Salt Creek,Hocking County,Ohio,1120,39.41480,-82.68709,s
Franklin,Vernon County,Wisconsin,1121,43.48116,-90.89213,t
Red Oak,Oscoda County,Michigan,1121,44.7925,-84.31139,u
Bay,Ottawa County,Ohio,1122,41.48348,-83.01631,s
Blanchard,Hancock County,Ohio,1122,41.03809,-83.82540,s
Grandview,Hamilton County,Ohio,1122,39.19422,-84.72439,d
Orange,Shelby County,Ohio,1122,40.22100,-84.14872,s
Sterling City,Sterling County,Texas,1122,31.83625,-100.98483,c
Babcock,Calhoun County,Michigan,1123,42.19583,-84.76278,u
Carson City,Montcalm County,Michigan,1123,43.17698,-84.84639,c
Condit,Calhoun County,Michigan,1123,42.19583,-84.76278,u
La Crescent,Houston County,Minnesota,1123,43.80134,-91.33588,s
Morgantown,Adams County,Mississippi,1123,31.57267,-91.34761,d
Sperry,Osage County / Tulsa County,Oklahoma,1123,36.29770,-95.99565,t
Colerain,Bedford County,Pennsylvania,1124,39.92751,-78.50558,s
Frederic,Polk County,Wisconsin,1124,45.65912,-92.46714,v
Kewaskum,Washington County,Wisconsin,1124,43.51298,-88.21918,t
Penn Valley,Nevada County,California,1124,39.19601,-121.19107,d
Richland,Stoddard County,Missouri,1124,36.83968,-89.78647,s
Laurel Hill,Scotland County,North Carolina,1125,34.80905,-79.54783,d
Oklahoma,Clearfield County,Pennsylvania,1125,41.11395,-78.73336,d
Rio,Columbia County,Wisconsin,1125,43.44776,-89.23984,v
Tyler,Lincoln County,Minnesota,1125,44.27830,-96.13476,c
Wilmot,Bradford County,Pennsylvania,1125,41.59475,-76.26020,s
Jefferson,Greene County,Ohio,1126,39.58662,-83.73269,s
Saylorsburg,Monroe County,Pennsylvania,1126,40.89556,-75.32361,u
Harris,Chisago County,Minnesota,1127,45.58635,-92.97466,c
Lake,Roscommon County,Michigan,1127,44.37714,-84.79933,s
Lake Shore,Utah County,Utah,1128,40.12190,-111.73048,d
Pleasant,Logan County,Ohio,1128,40.34113,-83.93819,s
Lubeck,Wood County,West Virginia,1129,39.23535,-81.63124,d
Mitchell,Madison County,Illinois,1129,38.76199,-90.08538,d
Green,Alpena County,Michigan,1130,45.00661,-83.79734,s
Herman,Dodge County,Wisconsin,1130,43.40670,-88.47016,t
Ostrander,Delaware County,Ohio,1130,40.26617,-83.21269,v
Taylorsville,Smith County,Mississippi,1130,31.82960,-89.42812,t
Bayard,Morrill County,Nebraska,1131,41.75497,-103.32410,c
Billings,Christian County,Missouri,1131,37.06755,-93.55214,c
Freeman,Clare County,Michigan,1131,43.95756,-85.03491,s
Hamden,Delaware County,New York,1131,42.20138,-74.98106,t
Liberty,Susquehanna County,Pennsylvania,1131,41.96365,-75.84672,s
Napoleon,Jackson County,Michigan,1131,42.16056,-84.24611,u
Tuscarora,Juniata County,Pennsylvania,1131,40.42788,-77.59272,s
Waterville,Douglas County,Washington,1131,47.64708,-120.07118,t
Wendover,Tooele County,Utah,1131,40.73715,-114.03751,c
Arbury Hills,Will County,Illinois,1132,41.53556,-87.8475,u
Bengal,Clinton County,Michigan,1132,42.99799,-84.66777,s
Clermont,Hall County,Georgia,1132,34.47788,-83.77351,t
Egan,Acadia Parish,Louisiana,1132,30.23687,-92.50597,d
Riverside,Missaukee County,Michigan,1132,44.21579,-85.14095,s
Royalton,Dauphin County,Pennsylvania,1132,40.18731,-76.72997,b
China Grove,Bexar County,Texas,1133,29.38885,-98.34890,t
Lemon,Wyoming County,Pennsylvania,1133,41.61233,-75.90905,s
Lincoln,Forest County,Wisconsin,1133,45.54958,-88.86253,t
Palestine,Woodford County,Illinois,1133,40.69225,-89.11231,s
Paris,Monroe County,Missouri,1133,39.48087,-92.00128,c
Seneca,Lenawee County,Michigan,1133,41.76158,-84.16814,s
Long Lake,Crow Wing County,Minnesota,1134,46.27953,-94.12789,s
Rush,Susquehanna County,Pennsylvania,1134,41.78284,-76.06303,s
Strong,Franklin County,Maine,1134,44.78617,-70.20856,t
Wayne,Kennebec County,Maine,1134,44.34155,-70.06798,t
Wheeler,Steuben County,New York,1134,42.43694,-77.33922,t
Flat Rock,Surry County,North Carolina,1135,36.51236,-80.56979,d
Hagaman,Montgomery County,New York,1135,42.97452,-74.15096,v
Island City,Union County,Oregon,1135,45.34097,-118.04466,c
Israel,Preble County,Ohio,1135,39.60952,-84.75605,s
Marion,Butler County,Pennsylvania,1135,41.13566,-79.93229,s
Niles,Cayuga County,New York,1135,42.81722,-76.40443,t
Oxford,Erie County,Ohio,1135,41.32716,-82.70179,s
Woodsboro,Frederick County,Maryland,1135,39.53316,-77.31471,t
Canton,Oxford County,Maine,1136,44.49059,-70.29455,t
Cleveland,Columbia County,Pennsylvania,1136,40.86648,-76.45265,s
Keene,Essex County,New York,1136,44.12277,-73.88350,t
Pembroke,Giles County,Virginia,1136,37.31957,-80.63895,t
Thomas,Custer County,Oklahoma,1136,35.74422,-98.74758,c
Caledonia,Lowndes County,Mississippi,1137,33.68289,-88.32448,t
Fellsburg,Westmoreland County,Pennsylvania,1137,40.18313,-79.82421,d
Greenback,Loudon County,Tennessee,1137,35.66119,-84.17214,c
Newburg,Ozaukee County / Washington County,Wisconsin,1137,43.43200,-88.04761,v
Oak Grove Heights,Greene County,Arkansas,1137,36.12090,-90.51066,t
Buena Vista,Portage County,Wisconsin,1138,44.37125,-89.45919,t
Guernsey,Platte County,Wyoming,1138,42.26969,-104.74163,t
Lagrange,Bond County,Illinois,1138,38.97479,-89.42978,s
Lincoln,Eau Claire County,Wisconsin,1138,44.73610,-91.26244,t
Clarendon,Calhoun County,Michigan,1139,42.11806,-84.86667,u
Cripple Creek,Teller County,Colorado,1139,38.74666,-105.17831,c
Gilboa,Schoharie County,New York,1139,42.43113,-74.45434,t
Iva,Anderson County,South Carolina,1139,34.30650,-82.66374,t
Morgandale,Trumbull County,Ohio,1139,41.26556,-80.78278,u
Sherman,Mason County,Michigan,1139,44.04035,-86.21336,s
Stanleytown,Henry County,Virginia,1139,36.74430,-79.96282,d
Elmwood,Iron County,Michigan,1140,46.1675,-88.87333,u
Florence,St. Joseph County,Michigan,1140,41.85950,-85.59367,s
Otterbein,Benton County / Tippecanoe County,Indiana,1140,40.48816,-87.08780,t
Sleepy Hollow,Campbell County,Wyoming,1140,44.24109,-105.42222,d
Clark,Clark County,South Dakota,1141,44.87774,-97.73314,c
Elliston,Montgomery County,Virginia,1141,37.21652,-80.23254,d
Gilmer,Adams County,Illinois,1141,39.98156,-91.21369,s
Pendleton,Jefferson County,Illinois,1141,38.25272,-88.75356,s
Boise City,Cimarron County,Oklahoma,1142,36.72947,-102.51324,c
Eagle,Cass County,Nebraska,1142,40.81667,-96.43029,v
McKinley,Oscoda County,Michigan,1143,44.60944,-84.02083,u
Stevensville,Berrien County,Michigan,1143,42.01449,-86.51947,v
Waldo,Columbia County,Arkansas,1143,33.35151,-93.29573,c
Walnut Grove,Sacramento County,California,1143,38.24214,-121.51162,d
Almedia,Columbia County,Pennsylvania,1144,41.01453,-76.38105,d
Aurora,Marion County,Oregon,1144,45.23095,-122.75593,c
Black Hammock,Seminole County,Florida,1144,28.71028,-81.18306,u
Easton,Marathon County,Wisconsin,1144,44.99125,-89.42317,t
Littlerock,Los Angeles County,California,1144,34.52110,-117.98368,d
Loretto,Cambria County,Pennsylvania,1144,40.50313,-78.63030,b
Macon,Macon County,Illinois,1144,39.71282,-88.99702,c
Mapleton,Monona County,Iowa,1144,42.16582,-95.79306,c
Springfield,Bradford County,Pennsylvania,1144,41.86374,-76.73446,s
Lincoln,Benton County,Missouri,1145,38.39086,-93.33465,c
Newfoundland,Passaic County,New Jersey,1145,41.04639,-74.43528,u
Newfoundland,Morris County,New Jersey,1145,41.04639,-74.43528,u
Pleasant Valley,Midland County,Michigan,1145,43.50917,-84.54833,u
Belle,Kanawha County,West Virginia,1146,38.23205,-81.53762,t
Center,Wood County,Ohio,1146,41.38865,-83.60065,s
Gilchrist,Mackinac County,Michigan,1146,46.14444,-85.50639,u
Gray,Washington County,Tennessee,1146,36.41983,-82.47654,d
Mission,Todd County,South Dakota,1146,43.30584,-100.65819,c
Rutherford,Gibson County,Tennessee,1146,36.12757,-88.98590,t
Shell Valley,Rolette County,North Dakota,1146,48.79751,-99.86764,u
Bay,Charlevoix County,Michigan,1147,45.29936,-85.04837,s
Bloomfield,Jackson County,Ohio,1147,38.99624,-82.50985,s
Cottonwood,Lyon County,Minnesota,1147,44.60885,-95.67419,c
Frazer,Allegheny County,Pennsylvania,1147,40.60648,-79.79643,s
Leaton,Isabella County,Michigan,1147,43.68361,-84.67,u
Rose,Jefferson County,Pennsylvania,1147,41.13623,-79.11164,s
Sigel,Chippewa County,Wisconsin,1147,44.90291,-91.17228,t
Boling,Wharton County,Texas,1148,29.26442,-95.94384,d
Jackson,Preble County,Ohio,1148,39.77923,-84.75159,s
West Plains,Meade County,Kansas,1148,37.25144,-100.53552,s
Antrim,Wyandot County,Ohio,1149,40.75414,-83.15765,s
Culver,Marshall County,Indiana,1149,41.21893,-86.42306,t
Neffs,Belmont County,Ohio,1149,40.02729,-80.81509,d
Newark,Gratiot County,Michigan,1149,43.23917,-84.66361,u
Newark,Tarrant County / Wise County,Texas,1149,33.01354,-97.48842,c
Orange,Carroll County,Ohio,1149,40.46909,-81.21193,s
Oxford,Henry County,Illinois,1149,41.19439,-90.37863,s
Toledo,Cumberland County,Illinois,1149,39.27365,-88.24365,v
Waverly,Morgan County,Illinois,1149,39.59172,-89.95288,c
Hays,Blaine County,Montana,1150,47.98916,-108.69432,d
Langley,Island County,Washington,1150,48.04009,-122.40626,c
Franklin,Coshocton County,Ohio,1151,40.18889,-81.85133,s
Secord,Gladwin County,Michigan,1151,44.04278,-84.33806,u
Wilcox,Newaygo County,Michigan,1151,43.60542,-85.73511,s
Archer,Alachua County,Florida,1152,29.52997,-82.51900,c
Bellevue,Morrison County,Minnesota,1152,45.86201,-94.27047,s
Denver,Isabella County,Michigan,1152,43.69111,-84.66230,s
Rosharon,Brazoria County,Texas,1152,29.35222,-95.46028,u
Earlysville,Albemarle County,Virginia,1153,38.1575,-78.48278,u
Eustace,Henderson County,Texas,1153,32.30709,-96.00664,c
Independence,Saline County,Illinois,1153,37.64114,-88.54552,s
Sunfish,Pike County,Ohio,1153,39.03242,-83.22375,s
Alamo,Lincoln County,Nevada,1154,37.36496,-115.16446,d
Glidden,Carroll County,Iowa,1154,42.05693,-94.72887,c
Lemmon,Perkins County,South Dakota,1154,45.94083,-102.15932,c
North Haven,Suffolk County,New York,1154,41.01288,-72.31286,v
Springville,Linn County,Iowa,1154,42.05945,-91.44267,c
Ansonia,Darke County,Ohio,1155,40.21449,-84.63690,v
Chalfant,Mono County,California,1155,37.49211,-118.39041,d
Richland,Richland County,Wisconsin,1155,43.33576,-90.36831,t
Rome,Kennebec County,Maine,1155,44.57051,-69.89309,t
Washington,Hocking County,Ohio,1155,39.45442,-82.45701,s
Converse,Grant County / Miami County,Indiana,1156,40.57891,-85.87537,t
Cuba,Fulton County,Illinois,1156,40.49282,-90.19068,c
Jackson,Adams County,Wisconsin,1156,43.78085,-89.65182,t
